timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality
3114,0.001,0.000,-1.004,0.1,0.2,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,110,121
3170,-0.001,-0.008,-0.999,0.4,0.1,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,122
3221,0.002,-0.005,-0.998,0.1,-0.1,0.0,0.0000,0.0000,0.0000,0.0000,0,0,100,122
3272,-0.001,-0.002,-1.002,-0.1,0.3,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,100,125
3323,-0.004,0.004,-1.004,0.4,0.1,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,100,118
3374,0.006,0.003,-0.997,-0.1,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,129
3425,-0.005,0.001,-1.000,-0.0,-0.2,-0.2,0.0000,0.0000,0.0000,0.0000,0,0,110,121
3476,0.003,0.009,-1.000,-0.1,-0.1,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,119
3527,0.004,0.006,-1.002,-0.3,-0.2,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,120
3578,0.001,0.011,-1.007,0.1,0.1,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,123
3629,-0.005,0.003,-1.002,0.7,-0.1,0.0,0.0000,0.0000,0.0000,0.0000,0,0,110,126
3680,0.001,0.001,-0.999,0.4,-0.1,0.2,0.0000,0.0000,0.0000,0.0000,0,0,110,127
3731,-0.002,-0.009,-1.007,2.3,0.0,0.9,0.0000,0.0000,0.0000,0.0000,0,0,110,126
3782,0.023,0.026,-0.999,4.1,1.4,1.5,0.0000,0.0000,0.0000,0.0000,0,0,110,124
3833,0.029,0.088,-0.981,-1.0,2.8,5.8,0.0000,0.0000,0.0000,0.0000,0,0,110,123
3884,-0.019,0.047,-0.984,0.0,0.5,10.5,0.0000,0.0000,0.0000,0.0000,0,0,110,128
3935,0.006,0.057,-1.003,0.4,0.1,10.0,0.0000,0.0000,0.0000,0.0000,0,0,110,124
3986,0.001,0.052,-0.994,0.5,-0.5,6.5,0.0000,0.0000,0.0000,0.0000,0,0,110,120
4037,0.012,0.035,-1.023,1.2,-0.2,-2.1,0.0000,0.0000,0.0000,0.0000,0,0,110,124
4088,0.004,0.046,-0.987,1.6,-0.5,-3.7,0.0000,0.0000,0.0000,0.0000,0,0,110,121
4139,0.011,0.017,-1.007,2.0,-1.2,-8.6,0.0000,-0.5808,0.0000,-0.0006,0,3,110,119
4190,-0.017,0.029,-0.976,0.2,-0.6,-6.5,0.0000,0.5808,0.0000,-0.0014,0,4,110,114
4241,0.003,-0.013,-1.005,-1.0,0.6,-2.9,0.3872,0.5808,0.0015,0.0021,-8,-18,110,122
4292,-0.018,-0.029,-0.986,-0.1,-0.2,1.6,0.0000,-0.3872,0.0015,0.0017,0,2,110,119
4343,-0.019,-0.024,-1.010,-3.7,0.3,-0.2,0.0000,0.1936,0.0017,0.0023,-1,-3,110,135
4394,0.009,-0.062,-1.001,-0.6,-0.2,-1.0,-0.1936,-0.9680,0.0019,-0.0015,-1,20,110,125
4445,0.023,-0.079,-1.017,-0.4,2.3,-9.8,0.0000,0.0000,0.0017,-0.0015,1,0,110,138
4496,-0.012,-0.085,-1.041,2.1,-0.7,-8.1,-0.3872,0.0000,0.0010,-0.0010,4,-3,110,136
4548,-0.011,-0.014,-1.020,2.2,-0.5,-2.1,0.0000,0.0000,-0.0006,-0.0017,8,4,110,140
4600,-0.073,-0.040,-1.009,-1.0,-2.0,10.0,-0.1936,0.0000,-0.0008,-0.0006,1,-6,110,136
