timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality,comp_vx,comp_vy,comp_px,comp_py
3117,0.002,0.012,-0.997,0.7,0.0,-0.0,-0.1760,-0.1760,-0.0002,-0.0002,1,1,100,131,-0.0035,-0.0023,-0.0002,-0.0001
3176,0.000,0.014,-0.995,-0.1,0.2,-0.1,0.0000,0.0000,-0.0002,-0.0004,0,1,100,133,-0.0003,-0.0031,-0.0002,-0.0003
3228,-0.004,0.004,-1.003,0.3,0.4,0.1,0.0000,0.0000,-0.0004,-0.0002,1,-1,110,134,-0.0046,0.0043,-0.0004,-0.0001
3280,0.004,-0.001,-1.005,0.8,-0.2,0.0,0.0000,0.0000,-0.0004,-0.0002,0,0,110,134,0.0003,0.0015,-0.0004,0.0000
3332,0.005,0.008,-0.992,0.9,-0.2,-0.1,0.0000,0.0000,-0.0004,-0.0004,0,1,110,132,0.0005,-0.0021,-0.0004,-0.0001
3384,-0.000,0.004,-1.000,0.0,0.5,0.2,0.0000,0.0000,-0.0004,0.0000,0,-2,110,127,-0.0010,0.0075,-0.0004,0.0003
3436,-0.003,0.002,-0.997,1.0,0.0,-0.1,0.0000,0.0000,-0.0004,0.0000,0,0,110,130,-0.0000,0.0019,-0.0004,0.0004
3488,0.001,0.014,-1.004,1.7,-0.3,0.1,0.0000,0.0000,-0.0004,0.0000,0,0,110,129,0.0006,0.0033,-0.0004,0.0006
3539,-0.002,0.016,-0.990,4.2,-0.1,0.1,0.0000,0.0000,-0.0004,0.0000,0,0,110,122,0.0003,0.0082,-0.0004,0.0010
3590,0.004,0.011,-1.004,9.3,-0.5,-0.0,0.0000,0.0000,-0.0004,0.0000,0,0,110,130,0.0010,0.0179,-0.0003,0.0019
3642,0.000,-0.005,-1.004,9.0,-0.5,-0.4,0.0000,0.0000,-0.0004,0.0000,0,0,110,130,0.0009,0.0173,-0.0003,0.0028
3694,-0.021,0.008,-0.993,-5.1,0.9,-11.9,0.0000,0.0000,-0.0004,0.0000,0,0,110,126,-0.0017,-0.0098,-0.0004,0.0023
3746,-0.025,0.016,-1.017,-0.3,-0.4,1.2,0.0000,0.0000,-0.0004,0.0000,0,0,110,132,0.0007,-0.0006,-0.0004,0.0022
3797,-0.026,0.024,-0.987,-1.4,-1.4,4.8,0.0000,0.0000,-0.0004,0.0000,0,0,110,135,0.0027,-0.0027,-0.0002,0.0021
3848,0.005,0.009,-1.011,1.4,0.1,9.6,0.0000,0.1936,-0.0004,0.0002,0,-1,110,133,-0.0002,0.0066,-0.0002,0.0024
3899,0.001,0.025,-0.989,1.1,1.0,12.7,0.0000,0.0000,-0.0004,0.0008,0,-3,110,126,-0.0019,0.0135,-0.0003,0.0031
3950,-0.004,0.007,-1.008,-0.1,-0.7,8.2,0.0000,0.0000,-0.0002,0.0002,-1,3,110,138,0.0050,-0.0115,-0.0001,0.0025
