timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality,comp_vx,comp_vy,comp_px,comp_py
3117,0.001,-0.000,-1.000,-0.1,0.1,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,100,116,-0.0002,-0.0002,-0.0000,-0.0000
3176,0.002,0.003,-0.997,0.0,-0.1,0.0,0.0000,0.0000,0.0000,0.0000,0,0,100,126,0.0001,0.0000,-0.0000,-0.0000
3228,-0.000,-0.002,-0.994,0.0,0.1,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,116,-0.0001,0.0001,-0.0000,-0.0000
3280,-0.001,0.000,-1.002,-0.1,0.0,0.0,0.0000,0.0000,-0.0014,0.0000,1,0,110,127,-0.0274,-0.0002,-0.0014,-0.0000
3332,-0.001,-0.004,-0.998,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.0000,-1,0,110,123,0.0273,0.0000,-0.0000,-0.0000
3384,0.001,-0.003,-1.001,0.0,0.0,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,110,121,-0.0000,0.0000,-0.0000,-0.0000
3436,-0.002,0.001,-1.001,-0.0,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,123,-0.0000,-0.0000,-0.0000,-0.0000
3488,-0.001,0.001,-1.006,0.0,0.0,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,127,-0.0000,0.0001,-0.0000,-0.0000
3540,-0.000,0.001,-1.001,0.0,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,118,-0.0000,0.0001,-0.0000,-0.0000
3592,0.001,0.001,-0.998,0.0,0.1,-0.0,0.0000,0.0000,-0.0014,0.0000,1,0,110,124,-0.0276,0.0000,-0.0014,-0.0000
3644,0.000,0.001,-0.997,0.1,0.0,0.0,0.0000,0.0000,0.0000,0.0000,-1,0,110,125,0.0274,0.0001,-0.0000,-0.0000
