timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality
5276,0.011,-0.020,-1.020,-0.8,1.1,0.2,0.0000,0.0000,-0.0011,0.0050,0,0,110,131
5328,0.057,-0.090,-1.014,2.8,-1.7,-0.2,0.0000,0.0000,-0.0007,0.0050,-2,0,110,131
5379,0.092,0.037,-0.986,-3.3,4.2,1.5,0.0000,0.0000,-0.0007,0.0050,0,0,110,119
5430,-0.042,-0.046,-1.003,3.9,-0.8,0.0,0.0000,0.0000,-0.0005,0.0048,-1,1,110,132
5481,0.010,-0.013,-1.002,-2.5,1.6,-0.2,-0.1936,0.0000,-0.0007,0.0050,1,-1,110,132
5533,-0.013,0.011,-0.982,1.5,-1.9,0.3,0.0000,0.0000,-0.0005,0.0052,-1,-1,110,135
5584,0.002,-0.022,-0.996,-0.4,0.3,0.0,0.1936,-0.1936,-0.0003,0.0050,-1,1,110,128
5635,-0.003,0.014,-1.000,0.1,0.1,0.1,0.0000,0.1936,-0.0001,0.0052,-1,-1,110,129
5686,-0.002,-0.011,-0.997,0.3,0.1,0.1,0.0000,0.0000,-0.0001,0.0050,0,1,110,124
5737,0.001,0.008,-0.999,-0.3,0.3,-0.2,0.0000,0.0000,0.0001,0.0050,-1,0,110,132
5788,-0.003,-0.005,-0.999,0.6,-0.2,0.0,0.0000,0.0000,0.0001,0.0050,0,0,110,131
5840,-0.004,0.003,-1.000,-0.3,0.1,0.1,0.0000,0.0000,0.0004,0.0050,-2,0,100,140
5892,-0.002,-0.002,-1.008,0.4,-0.0,-0.0,0.0000,0.0000,0.0004,0.0048,0,1,100,126
5944,-0.003,0.003,-1.006,-0.2,0.0,0.0,0.0000,0.1936,0.0002,0.0050,1,-1,110,136
5996,-0.004,-0.003,-0.996,0.4,0.0,0.1,0.0000,0.0000,0.0004,0.0050,-1,0,110,136
6047,-0.004,-0.001,-1.006,-0.0,-0.0,-0.1,0.0000,0.0000,0.0006,0.0050,-1,0,110,134
6098,-0.002,0.003,-0.999,0.2,0.0,0.0,0.0000,0.0000,0.0006,0.0048,0,1,110,138
6149,-0.004,-0.002,-0.998,-0.0,-0.1,0.1,0.0000,0.0000,0.0006,0.0048,0,0,110,140
6200,-0.002,-0.002,-1.001,0.0,0.0,-0.0,0.0000,0.0000,0.0008,0.0048,-1,0,110,127
6251,-0.002,0.000,-1.004,0.0,-0.0,0.1,0.0000,0.0000,0.0008,0.0046,0,1,110,135
6303,-0.003,0.001,-0.999,0.1,0.0,0.1,0.0000,0.0000,0.0006,0.0046,1,0,110,137
6354,-0.003,-0.004,-1.006,0.1,0.1,0.0,0.0000,0.0000,0.0006,0.0048,0,-1,110,132
6405,-0.007,0.000,-1.007,0.1,-0.2,-0.0,0.0000,-0.1936,0.0006,0.0046,0,1,110,129
6456,-0.003,0.001,-0.996,0.0,-0.1,0.1,0.0000,0.0000,0.0008,0.0046,-1,0,110,140
6507,-0.002,-0.002,-1.003,0.0,0.1,0.0,0.0000,0.0000,0.0006,0.0046,1,0,110,129
6558,-0.007,-0.004,-1.000,0.1,0.0,0.1,0.0000,0.1936,0.0008,0.0048,-1,-1,110,132
6609,-0.002,-0.003,-0.996,0.0,0.1,0.0,0.0000,0.0000,0.0006,0.0048,1,0,110,139
6660,0.001,-0.004,-1.002,0.1,0.2,-0.0,0.0000,0.0000,0.0008,0.0048,-1,0,110,139
6711,-0.006,-0.002,-0.997,0.1,-0.0,0.1,0.0000,0.0000,0.0008,0.0048,0,0,110,126
6762,-0.001,-0.003,-0.998,0.2,0.1,-0.0,0.0000,0.0000,0.0008,0.0048,0,0,110,133
6813,-0.004,0.001,-1.001,0.1,0.1,0.0,0.0000,0.0000,0.0008,0.0050,0,-1,110,136
6864,-0.005,-0.001,-1.001,0.1,0.1,-0.1,0.0000,0.0000,0.0008,0.0050,0,0,110,126
6915,0.000,-0.002,-1.000,0.1,0.1,0.0,-0.1936,0.0000,0.0006,0.0048,1,1,110,135
6966,-0.000,-0.003,-1.003,0.2,-0.0,-0.0,0.0000,0.0000,0.0006,0.0048,0,0,100,135
7017,-0.004,-0.003,-0.998,0.2,-0.0,-0.0,0.0000,0.0000,0.0006,0.0048,0,0,100,127
7068,-0.002,-0.004,-0.998,0.1,0.1,0.0,0.0000,0.0000,0.0006,0.0046,0,1,110,136
7119,-0.000,-0.006,-0.999,0.1,-0.1,-0.0,0.0000,0.0000,0.0008,0.0046,-1,0,110,138
7170,-0.002,-0.003,-1.002,0.1,0.0,-0.1,0.0000,0.0000,0.0008,0.0046,0,0,110,134
7221,-0.005,-0.004,-1.002,0.1,0.1,-0.1,0.0000,0.0000,0.0006,0.0046,1,0,110,121
7272,-0.000,-0.005,-1.000,0.1,0.1,0.0,0.0000,0.0000,0.0006,0.0046,0,0,110,133
