timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality
3114,0.006,-0.005,-0.998,1.2,0.1,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,110,107
3170,0.000,0.012,-0.997,0.5,-0.4,0.1,0.0000,0.0000,0.0000,0.0000,0,0,110,110
3221,-0.001,0.012,-0.997,1.2,0.2,-0.1,0.1936,0.0000,0.0006,0.0000,-3,0,110,98
3272,0.001,-0.005,-1.013,0.7,0.0,0.1,0.0000,0.0000,0.0002,0.0000,2,0,110,109
3323,0.006,0.005,-1.001,0.1,0.1,0.1,0.0000,0.0000,-0.0000,0.0000,1,0,110,108
3374,-0.007,-0.005,-1.000,0.1,-0.5,-0.0,0.0000,0.0000,0.0002,0.0000,-1,0,110,100
3425,-0.005,0.014,-0.999,0.4,0.1,0.1,0.0000,0.0000,-0.0000,0.0002,1,-1,110,110
3476,0.006,0.013,-0.993,2.3,0.3,0.1,0.0000,0.0000,-0.0000,0.0002,0,0,110,107
3527,-0.000,0.000,-0.993,4.0,-0.8,0.0,0.0000,0.0000,-0.0000,0.0000,0,1,110,103
3578,0.009,0.002,-1.010,5.1,-1.5,-1.5,0.0000,0.0000,-0.0000,0.0002,0,-1,110,108
3629,-0.007,0.003,-1.007,1.7,-1.1,-11.2,0.0000,0.1936,-0.0000,0.0000,0,1,110,109
3680,-0.017,0.110,-0.976,-4.4,-0.7,0.8,0.0000,0.0000,-0.0000,0.0000,0,0,100,106
3731,0.003,0.054,-1.018,-0.5,0.9,9.1,0.0000,0.0000,0.0002,0.0002,-1,-1,110,109
3782,0.010,0.116,-1.001,-0.6,0.6,15.5,0.0000,0.0000,0.0002,0.0000,0,1,110,109
3833,0.003,0.056,-0.996,-1.9,1.1,13.5,0.0000,0.1936,0.0002,0.0002,0,-1,110,93
3884,0.012,-0.008,-1.022,-0.8,-0.5,5.1,0.0000,0.0000,0.0002,0.0004,0,-1,110,105
3935,-0.003,-0.037,-1.024,-0.5,0.2,5.4,0.0000,0.0000,0.0002,0.0002,0,1,110,107
3986,-0.000,-0.023,-0.998,1.4,-1.9,7.1,0.1936,0.7744,0.0004,0.0006,-1,-2,110,115
4037,-0.010,-0.048,-0.991,0.9,-0.5,2.6,0.0000,0.0000,0.0015,0.0017,-6,-6,110,109
4088,-0.007,-0.045,-0.991,-0.4,-0.1,4.4,0.1936,0.0000,0.0019,0.0035,-2,-9,110,114
4139,-0.004,-0.051,-1.000,-1.0,0.7,2.6,0.0000,0.0000,0.0019,0.0045,0,-5,110,114
