timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality
3114,-0.000,0.001,-1.003,0.0,0.0,-0.1,0.0000,0.0352,0.0000,0.0000,0,-1,20,123
3170,-0.000,0.002,-1.000,0.0,0.0,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,107
3221,0.000,0.004,-0.998,0.0,0.1,0.1,0.0000,0.0000,-0.0001,0.0000,0,0,20,125
3272,0.000,-0.001,-0.997,-0.0,0.0,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,120
3323,-0.002,0.001,-1.001,0.1,-0.1,0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,105
3374,0.002,0.005,-1.000,-0.0,0.1,0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,128
3425,0.001,0.001,-1.003,0.0,-0.0,-0.1,0.0000,0.0000,0.0000,0.0001,0,0,20,115
3476,-0.004,-0.002,-1.002,0.0,0.1,0.0,0.0000,0.0000,0.0000,0.0001,0,0,20,116
3527,-0.001,-0.003,-1.001,-0.1,0.1,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,107
3578,0.001,0.004,-1.000,0.0,0.0,0.1,0.0000,0.0000,0.0000,0.0000,0,0,20,120
3629,0.001,-0.000,-0.997,0.0,-0.0,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,20,109
3680,-0.000,-0.001,-1.002,0.0,-0.0,-0.1,-0.0352,0.0000,-0.0000,0.0000,1,0,20,101
3731,-0.002,-0.001,-1.000,-0.0,-0.1,0.1,0.0352,0.0000,0.0000,0.0000,-1,0,20,118
3782,-0.002,0.001,-1.003,0.1,0.0,0.0,0.0000,0.0000,0.0000,0.0001,0,0,20,119
3833,0.002,-0.001,-1.002,0.1,0.1,0.0,0.0000,-0.0352,-0.0001,0.0000,0,1,20,119
3884,-0.003,-0.001,-1.004,-0.2,0.1,-0.0,0.0000,0.0000,-0.0000,0.0000,0,0,20,120
3935,-0.002,0.002,-0.998,-0.0,0.1,0.2,0.0000,0.0000,0.0000,0.0000,0,0,20,101
3986,-0.005,-0.002,-0.997,-0.1,-0.0,-0.0,-0.0352,0.0000,-0.0000,0.0000,1,0,20,106
4037,0.000,0.002,-0.998,-0.1,-0.1,-0.1,0.0000,0.0000,-0.0000,0.0000,0,0,20,120
4088,0.006,0.001,-0.998,0.1,0.3,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,20,120
4139,-0.001,-0.005,-1.001,0.2,0.1,0.1,0.0000,0.0000,-0.0000,0.0000,0,0,20,103
4190,0.004,-0.004,-1.003,0.5,-0.3,0.1,0.0352,0.0000,-0.0001,0.0000,-1,0,20,118
4241,-0.034,0.070,-1.015,-0.5,0.1,4.0,0.0000,0.0000,-0.0000,0.0001,0,0,20,119
4292,-0.027,0.039,-1.006,0.6,-4.7,1.2,0.0000,0.0000,-0.0001,0.0000,0,0,20,108
4343,0.025,0.060,-1.016,-0.1,-0.8,2.6,0.0000,0.0000,-0.0001,0.0000,0,0,20,116
4394,-0.001,0.055,-0.972,-1.2,2.2,2.3,0.0000,0.0000,-0.0001,0.0000,0,0,20,125
4445,-0.009,0.031,-0.975,-1.1,-1.4,2.1,0.0000,0.0000,-0.0001,0.0001,0,0,20,104
4496,0.006,0.025,-1.014,0.8,-1.6,-0.7,0.0000,0.0000,-0.0001,0.0000,0,0,20,123
4548,0.006,0.031,-1.017,-0.2,0.2,-0.1,0.0000,-0.0352,-0.0001,-0.0000,0,1,20,136
4600,-0.006,0.040,-1.002,-0.7,1.0,-0.2,0.0000,-0.0352,-0.0001,-0.0002,0,1,20,124
4652,-0.015,0.022,-1.014,0.4,-0.1,1.3,0.0000,-0.3168,-0.0002,-0.0014,0,9,20,115
4704,-0.003,0.003,-0.999,1.3,-1.0,1.3,0.0000,-0.3520,-0.0002,-0.0024,0,10,20,125
4756,-0.002,0.006,-1.007,-1.1,1.1,2.4,0.0000,0.0000,-0.0001,-0.0040,0,0,20,128
4808,-0.001,-0.000,-0.989,-0.3,3.0,1.0,-0.0352,-0.0704,-0.0001,-0.0040,1,2,20,127
4860,-0.015,-0.008,-1.005,-0.5,1.2,1.4,-0.0352,-0.3520,-0.0002,-0.0060,1,10,20,129
