timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality
3114,-0.000,-0.024,-1.007,3.3,-1.2,-0.0,0.0000,0.0000,0.0000,0.0000,0,0,110,113
3170,0.010,-0.008,-0.995,1.5,-0.1,-0.0,0.0000,0.1936,0.0000,0.0002,0,-1,110,111
3221,-0.008,-0.005,-0.998,1.5,-0.2,-0.0,0.0000,0.0000,0.0000,0.0002,0,0,110,107
3272,0.005,-0.008,-0.999,0.0,-0.1,0.2,0.0000,0.0000,0.0000,0.0000,0,0,100,108
3323,0.015,-0.015,-1.006,-1.1,-0.2,-0.1,0.0000,0.0000,0.0000,0.0000,0,0,100,103
3374,0.001,-0.001,-0.997,-3.3,1.7,0.0,-0.1760,0.0000,-0.0002,0.0002,1,0,100,112
3425,-0.003,0.019,-0.992,1.2,0.3,0.1,0.0000,0.0000,-0.0002,0.0002,0,0,110,112
3476,-0.000,0.002,-1.001,-1.1,0.4,-0.1,0.0000,0.1936,-0.0002,0.0006,0,-1,110,115
3527,-0.021,-0.011,-1.004,-0.8,-0.3,-0.4,0.0000,0.0000,0.0000,0.0006,0,0,110,119
3578,-0.001,0.009,-0.990,-5.2,1.1,-0.0,0.0000,0.0000,0.0000,0.0008,0,0,110,108
3629,0.004,0.002,-0.993,-5.8,2.2,0.7,0.0000,0.0000,0.0000,0.0008,0,0,110,116
3680,0.004,0.054,-0.986,-7.7,4.1,0.6,0.0000,0.0000,0.0000,0.0011,0,0,100,114
3731,-0.018,0.065,-1.003,-2.7,3.1,0.6,0.0000,0.0000,0.0000,0.0006,0,0,110,101
3782,0.012,0.027,-0.982,4.9,0.8,1.6,0.0000,0.1936,0.0000,0.0006,0,-1,110,119
3833,0.017,0.024,-1.006,4.5,-0.5,-0.2,0.0000,0.0000,0.0000,0.0006,0,0,110,113
3884,0.007,-0.024,-1.006,7.9,-0.4,-0.4,0.0000,0.0000,0.0000,0.0004,0,0,110,102
3935,-0.013,-0.019,-1.005,3.4,0.3,0.3,0.0000,0.0000,0.0000,0.0006,0,0,110,117
3986,-0.002,-0.015,-1.016,2.8,-3.0,7.3,0.0000,0.0000,0.0000,0.0006,0,0,100,118
4037,0.017,0.040,-0.999,-3.0,1.2,6.3,0.0000,0.0000,0.0000,0.0006,0,0,100,108
4088,-0.006,0.042,-1.011,1.5,0.2,11.4,0.0000,0.0000,0.0000,0.0006,0,0,110,118
4139,0.024,0.028,-1.011,-0.7,-0.1,10.9,0.0000,0.1760,0.0000,0.0010,0,-1,100,114
4190,0.010,-0.011,-0.988,4.8,-2.9,2.6,0.0000,0.0000,0.0002,0.0010,0,0,100,103
4241,0.010,0.007,-1.004,-1.0,0.6,-0.7,0.0000,0.0000,0.0002,0.0010,0,0,100,108
4292,-0.006,-0.000,-0.998,1.3,-2.6,-1.1,0.0000,0.0000,0.0002,0.0011,0,0,100,110
4343,0.018,0.038,-0.987,-2.4,0.5,-5.8,0.0000,-0.3520,0.0002,0.0004,0,2,100,114
