timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality,comp_vx,comp_vy,comp_px,comp_py
3117,0.004,0.004,-0.993,-0.1,1.2,-0.4,-9.3168,9.3168,-0.0185,0.0093,2,-1,720,65,-0.3876,0.1854,-0.0194,0.0093
3176,0.009,0.000,-1.000,-0.0,-1.1,0.3,0.0000,-9.3168,-0.0185,0.0000,0,1,720,60,0.0132,-0.1570,-0.0186,-0.0001
3228,0.001,0.004,-1.003,-0.2,-0.7,0.1,0.0000,0.0000,-0.0185,0.0093,0,-1,710,52,0.0083,0.1747,-0.0182,0.0090
3280,0.004,-0.002,-0.997,0.0,0.0,-0.0,0.0000,0.0000,-0.0185,0.0093,0,0,710,61,-0.0004,0.0002,-0.0182,0.0090
3331,0.001,-0.000,-0.997,0.1,-0.3,0.2,0.0000,0.0000,-0.0185,0.0093,0,0,710,62,0.0042,0.0015,-0.0180,0.0091
3382,-0.001,0.003,-1.005,0.1,-0.9,0.0,0.0000,0.0000,-0.0185,0.0001,0,1,710,55,0.0106,-0.1794,-0.0174,-0.0000
3434,0.006,0.002,-1.006,0.0,0.0,-0.0,0.0000,0.0000,-0.0277,0.0093,1,-1,710,60,-0.1768,0.1772,-0.0266,0.0092
3486,0.001,-0.001,-1.002,0.1,-0.4,0.1,0.0000,0.0000,-0.0277,0.0001,0,1,710,69,0.0053,-0.1759,-0.0264,0.0000
3538,0.007,0.001,-0.999,0.2,-0.3,0.2,0.0000,0.0000,-0.0277,-0.0091,0,1,710,56,0.0032,-0.1742,-0.0262,-0.0090
3589,0.006,-0.002,-0.999,-0.1,0.0,-0.1,0.0000,0.0000,-0.0277,0.0001,0,-1,710,61,-0.0002,0.1792,-0.0262,0.0001
3640,0.003,-0.001,-1.009,0.0,-0.4,0.1,0.0000,0.0000,-0.0185,-0.0091,-1,1,710,66,0.1858,-0.1797,-0.0167,-0.0091
3691,0.003,0.001,-1.003,0.0,-0.5,0.0,0.0000,0.0000,-0.0185,0.0001,0,-1,710,52,0.0060,0.1805,-0.0164,0.0002
3742,0.002,0.001,-0.994,0.0,-0.9,0.1,0.0000,9.1874,-0.0185,0.0001,0,0,710,59,0.0112,0.0004,-0.0159,0.0002
3793,0.004,0.002,-0.999,0.0,-0.1,-0.0,0.0000,0.0000,-0.0093,0.0001,-1,0,710,66,0.1812,0.0006,-0.0066,0.0002
3844,0.004,-0.000,-0.998,0.0,0.1,-0.1,9.1874,0.0000,-0.0001,-0.0091,-1,1,710,63,0.1782,-0.1797,0.0025,-0.0090
3895,0.001,-0.004,-1.004,0.0,-0.7,0.2,0.0000,0.0000,-0.0094,-0.0091,1,0,720,50,-0.1746,0.0004,-0.0064,-0.0089
3946,0.002,0.002,-1.005,-0.0,0.0,0.0,0.0000,0.0000,-0.0094,-0.0091,0,0,720,62,-0.0000,-0.0006,-0.0064,-0.0090
3998,0.003,-0.002,-1.000,0.1,-0.6,0.2,0.0000,0.0000,-0.0094,-0.0091,0,0,720,52,0.0080,0.0017,-0.0060,-0.0089
4049,0.004,-0.000,-0.999,-0.0,-0.1,-0.1,0.0000,0.0000,-0.0094,-0.0091,0,0,710,68,0.0011,-0.0004,-0.0059,-0.0089
4100,0.002,-0.004,-1.003,0.2,-0.9,0.1,0.0000,0.0000,-0.0003,-0.0182,-1,1,710,64,0.1918,-0.1780,0.0038,-0.0180
4151,0.001,0.001,-0.996,0.1,-0.7,0.1,0.0000,0.0000,-0.0003,-0.0091,0,-1,710,60,0.0093,0.1812,0.0043,-0.0087
4202,0.000,-0.002,-1.003,0.2,-1.0,0.2,0.0000,-9.1874,-0.0003,-0.0182,0,1,710,57,0.0119,-0.1783,0.0049,-0.0178
4253,-0.002,-0.004,-1.000,-0.0,-0.4,0.1,9.3168,0.0000,0.0091,-0.0274,-1,1,720,63,0.1878,-0.1830,0.0145,-0.0272
4304,0.001,-0.000,-0.998,0.2,-1.3,0.4,0.0000,0.0000,-0.0003,-0.0461,1,2,720,62,-0.1664,-0.3629,0.0060,-0.0457
