timestamp_ms,ax,ay,az,gx,gy,gz,flow_vx,flow_vy,flow_px,flow_py,flow_raw_x,flow_raw_y,range_mm,quality,comp_vx,comp_vy,comp_px,comp_py
3117,0.002,-0.001,-0.995,0.0,0.4,-0.2,0.0000,0.0000,0.0000,0.0000,0,0,720,71,-0.0047,0.0003,-0.0002,0.0000
3176,0.009,0.004,-0.991,0.1,0.2,-0.1,0.0000,0.0000,-0.0093,0.0000,1,0,720,67,-0.1592,0.0018,-0.0097,0.0001
3228,0.007,0.003,-0.998,-0.0,-0.2,0.2,0.0000,0.0000,-0.0186,0.0000,1,0,720,59,-0.1772,-0.0003,-0.0189,0.0001
3280,0.010,0.006,-0.989,-0.1,-0.0,0.2,0.0000,0.0000,-0.0186,0.0000,0,0,720,63,0.0001,-0.0015,-0.0189,0.0000
3332,0.004,0.003,-0.994,-0.2,-0.2,0.0,0.0000,0.0000,-0.0280,0.0000,1,0,720,56,-0.1761,-0.0020,-0.0281,-0.0001
3384,-0.007,0.001,-0.998,-0.0,0.2,0.0,0.0000,0.0000,-0.0280,0.0000,0,0,710,59,-0.0022,-0.0001,-0.0282,-0.0001
3436,0.001,0.007,-0.996,0.2,-0.5,0.2,0.0000,0.0000,-0.0280,0.0000,0,0,710,68,0.0067,0.0020,-0.0278,0.0000
3488,-0.002,0.012,-0.997,-0.5,-0.4,0.3,0.0000,0.0000,-0.0280,0.0000,0,0,710,65,0.0046,-0.0058,-0.0276,-0.0003
3540,-0.026,0.015,-1.009,0.1,1.2,0.1,0.0000,0.0000,-0.0280,0.0000,0,0,720,57,-0.0148,0.0008,-0.0284,-0.0002
3591,-0.010,0.023,-0.997,-0.3,-2.6,0.8,0.0000,0.0000,-0.0280,0.0000,0,0,720,60,0.0323,-0.0036,-0.0267,-0.0004
3642,0.028,0.117,-0.989,-0.9,-5.3,1.0,0.0000,0.0000,-0.0280,0.0000,0,0,720,66,0.0672,-0.0116,-0.0233,-0.0010
3693,-0.034,0.147,-1.097,1.9,-8.2,-0.2,0.0000,0.0000,-0.0280,-0.0093,0,1,710,59,0.1020,-0.1564,-0.0181,-0.0090
3744,-0.036,-0.135,-0.962,1.4,-6.6,0.6,0.0000,0.0000,-0.0188,-0.0185,-1,1,710,63,0.2623,-0.1626,-0.0047,-0.0173
3795,-0.089,0.044,-1.022,0.2,-2.0,0.2,0.0000,0.0000,-0.0188,-0.0185,0,0,710,64,0.0251,0.0023,-0.0034,-0.0172
3846,-0.018,0.078,-1.108,1.2,1.2,-0.5,0.0000,0.0000,-0.0188,-0.0277,0,1,710,67,-0.0150,-0.1645,-0.0042,-0.0256
3897,-0.024,-0.020,-1.016,-1.0,2.8,2.2,0.0000,0.0000,-0.0188,-0.0277,0,0,710,63,-0.0343,-0.0130,-0.0059,-0.0262
